itemID,title,author,publisher,main topic,subtopics,click,basket,order
64979,Kreativ-Set Kunterbunte Freundschaftsbänder,"Heike Roland, Stefanie Thomas, Sophie Engel",Frech Verlag GmbH,WFC,"[5,5A,5AG,WF,WFC,YBL]",101.0,7.0,1.0
49572,Die Dämonenakademie,Taran Matharu,Heyne Taschenbuch,FMB,"[5AX,FMB,FYT]",33.0,3.0,0.0
76459,Der Löwe in dir - Meine ersten Freunde,Rachel Bright,Magellan GmbH,YBL,"[5AC,YZ]",202.0,22.0,4.0
36501,Animant Crumbs Staubchronik,Lin Rina,Drachenmond-Verlag,YFHR,"[FM,FMM,FMR,FMX,FRH]",184.0,24.0,12.0
10213,Goosebumps Retro Scream Collection,R. L. Stine,SCHOLASTIC,YFD,[YFQ],7.0,0.0,0.0
22885,Transformers Idw Collection Phase Two Volume 1,"John Barber, James Roberts",Idea & Design Works,XQL,"[FL,XA]",20.0,0.0,0.0
27213,Papierbasteleien,Pia Pedevilla,Frech Verlag GmbH,YBL,"[5AD,5HC,5HRA,5HRB,5HRC,5HRD]",7.0,0.0,0.0
26702,Jefferson,Jean-Claude Mourlevat,Andersen Press,YFCF,"[5AK,YFP,YNNB,YNNF,YNPC]",60.0,1.0,1.0
58079,Kuss der Dämmerung - Black Dagger Legacy,J. R. Ward,Heyne Taschenbuch,FMR,"[1KBB,FMX,FR,FRX,FYT]",100.0,1.0,3.0
77547,The Infernal Devices 2: Clockwork Prince,Cassandra Clare,Walker Books Ltd.,YFH,"[5AN,5AQ]",42.0,11.0,3.0
12466,Qualityland,Marc-Uwe Kling,GRAND CENTRAL PUBL,FLPB,[FDB],4.0,0.0,0.0
15693,Unexpected Love,Emma S. Rose,Carlsen Verlag GmbH,FBA,"[5AQ,5LKE,FBA,FRD,FRF,YFM]",6.0,0.0,0.0
4948,Girl on Ice,Teodora Timea,Carlsen Verlag GmbH,FBA,"[5AQ,5HPD,5HRD,5JA,5LKE,1KBC,FBA,FG,FRD,STJ,STK,YFM]",11.0,0.0,0.0
61485,The Adventures of King Arthur Graphic Novel,Russell Punter,Usborne Publishing Ltd,XADC,[YF],4.0,0.0,0.0
68173,Mad Amos Malone,Alan Dean Foster,WordFire Press LLC,DNT,[FM],2.0,0.0,0.0
32762,Otherland 1,Tad Williams,Klett-Cotta Verlag,FYT,"[FL,FM,FYT]",21.0,1.0,0.0
50152,Die drei ??? und der sprechende Totenkopf / und die brennende Stadt (Doppelband) (drei Fragezeichen),"Robert Arthur, Christoph Dittert",Carlsen Verlag GmbH,YFCF,"[5AL,YF]",38.0,6.0,3.0
32335,Blizzard. Die weiße Gabe,Kate Jans,Carlsen Verlag GmbH,YFHR,"[5AQ,5AT,5AX,5JA,5LKE,6FG,FMB,FMM,FMR,FN,FRD,FRT,FXB,FXD,YFHR]",10.0,1.0,0.0
49816,Euphoria City,Anika Beer,cbt,YFH,"[5AQ,5AX,FMX,YFH,YXB,YXD,YXJ]",3.0,0.0,0.0
65904,Magic Water Colouring - Dinosaurier,Jenny Copper,Ullmann Medien GmbH,YBGC,[YBL],66.0,9.0,2.0
44746,About the things I like,Vanessa Weuffel,Planet,WZG,"[5AN,WZG,YF,YXD,YXE,YXZ]",52.0,4.0,0.0
24910,Kinderkochbuch,Angela Wilkes,Dorling Kindersley Verlag,YNPC,"[5AJ,WBQ,YBG,YBL]",145.0,6.0,4.0
64790,Der Torwächter 02 und 03 im Paket,Markus Stromiedel,Kick Verlag GmbH,YXHB,"[5AL,5AM,5AR,5AX,FDK,YBL,YFC,YFE,YFH,YXHB]",3.0,2.0,1.0
17567,"The Ghost of Slappy (Goosebumps Slappyworld #6), Volume 6",R. L. Stine,SCHOLASTIC,YXHB,[YFD],2.0,0.0,0.0
1447,Das Meer der 1000 Gefahren,Fabian Lenk,Ravensburger Verlag,YFCA,"[5AL,5AR,XQG,YN]",21.0,2.0,1.0
39358,Meine Schreibwerkstatt,Louie Stowell,Usborne Verlag,YPC,"[5AJ,YBL]",74.0,2.0,1.0
78378,On Fragile Waves,E. Lily Yu,EREWHON,FMM,[FB],1.0,0.0,0.0
35011,Geschichten aus dem gefährlichen Königreich,J. R. R. Tolkien,Klett-Cotta Verlag,FMB,"[FB,FYT,YFH]",45.0,3.0,0.0
60170,Reaper Man,Terry Pratchett,Orion Publishing Group,FM,"[FB,FU]",82.0,1.0,1.0
39668,Monsters of Men,Patrick Ness,Walker Books Ltd.,YFB,"[5AQ,YFG]",8.0,1.0,0.0
40800,Wie ein Fisch im Baum,Lynda Mullaly Hunt,cbt,VFJD,"[5AN,1KBB,YFB,YNGL,YP,YXK,YXQ,YXT,3MRB,3MRBF]",34.0,8.0,9.0
57917,Die Seiten der Welt - Nachtland,Kai Meyer,FISCHER Taschenbuch,FBA,"[1DDU-GB-ESL,FBA,FDB,FM]",34.0,5.0,2.0
9221,Die drei ???: Der Geist des Goldgräbers (drei Fragezeichen),André Marx,Carlsen Verlag GmbH,YFCF,"[5AL,YF,YFB,YFC]",8.0,2.0,1.0
48374,Die drei ??? und die Geisterinsel (drei Fragezeichen),Robert Arthur,Carlsen Verlag GmbH,YFCF,[5AL],27.0,3.0,2.0
18545,Die Schönste im ganzen Land,"Walt Disney, Serena Valentino",Carlsen Verlag GmbH,YFH,"[5AQ,5JA,5LF,5LKE,FN,YFJ]",119.0,6.0,1.0
78175,Harry Potter(TM) Filme selber drehen,Bryan Michael Stoller,Dorling Kindersley Verlag,ATFX,"[5AK,4CD,ATFX,WF,YBG,YBL,YNF,YNXW,YRG,YZG]",10.0,1.0,0.0
12665,G.A.S. (GAS),Matt Ruff,dtv Verlagsgesellschaft,FLP,"[1KBB-US-NAK,FH,FM,FYT,3MRBH]",9.0,3.0,3.0
34318,Star Wars(TM) Thrawn - Verrat,Timothy Zahn,Blanvalet Taschenbuchverl,FLS,[FM],80.0,9.0,12.0
45428,Uncovered - Dein Selfie zeigt alles,Ilona Einwohlt,Arena Verlag GmbH,YXQF,"[5AN,YFB,YFS,YXE]",55.0,4.0,0.0
27355,Wo ist Walter? Das große Mitmachbuch mit echten Herausforderungen,Martin Handford,FISCHER Sauerländer,YBGH,"[5AH,5AJ,YBL]",30.0,3.0,1.0
51052,Jenseits der Niemandsländer,Halo Summer,Books on Demand,YFH,"[5AQ,FM,YFH]",19.0,0.0,3.0
18722,Feenlicht und Krötenzauber,Halo Summer,Books on Demand,YFH,"[5AM,FM,YFH]",24.0,4.0,5.0
45229,The Princess Bride,William Goldman,Bloomsbury Publishing PLC,YFH,[5AN],13.0,0.0,0.0
47397,World of Warcraft: Arthas - Aufstieg des Lichkönigs,Christie Golden,Panini Verlags GmbH,FMB,"[5AN,FMB,UDX,YFH]",12.0,2.0,1.0
5419,Inheritance 02. Eldest,Christopher Paolini,Random House Children's,YNXB1,"[5AN,YFC,YFH]",24.0,3.0,1.0
73079,Trono de Cristal #1 / Throne of Glass #1,Sarah J. Maas,ALFAGUARA JUVENIL,YFC,"[YFH,YFM]",4.0,1.0,0.0
51322,Throne of Glass 05. Empire of Storms,Sarah J. Maas,Bloomsbury UK,YFB,"[5AN,YFH]",18.0,4.0,2.0
17382,"Lieblingsrätsel - Logik und Zahlen, ab 10 Jahren (Rechenrätsel, Sudoku, Logicals und vieles mehr)",Stefan Heine,Carlsen Verlag GmbH,WDKN,"[5AL,5JA,5JB,5LD,4CD,WDKX,YBL,YNTM,YNVP,YZG]",38.0,10.0,1.0
33187,"Beautiful Liars, Band 1: Verbotene Gefühle",Katharine McGee,Ravensburger Verlag,YFM,"[5AQ,1KBB-US-NAKCM,FQ,FRM,YFG,YFH,YFM]",41.0,6.0,3.0
70748,Bibi Blocksberg Freundebuch,Panini,Panini Verlags GmbH,WZG,"[5AG,YBL,YDA,YZG]",21.0,3.0,0.0
5693,The Amber Spyglass,Philip Pullman,Scholastic Ltd.,YNXB,"[YFB,YFC,YFH,YFP,YNJ,YNXW]",11.0,3.0,0.0
44338,The Subtle Knife,Philip Pullman,Scholastic,YNXW,"[YFB,YFC,YFH,YFP,YNJ,YNXB]",2.0,0.0,0.0
994,Meine schrecklich beste Freundin,Catherine Wilkins,Oetinger Taschenbuch GmbH,YF,[5AL],22.0,2.0,0.0
44081,Mars Ultor: Nemesis,David Reimer,TWENTYSIX,FLP,[FL],12.0,0.0,0.0
26352,Pokémon: Zeichne Pokémon Schritt für Schritt,"Maria S. Barbo, Tracy West, Ron Zalme",Panini Verlags GmbH,AFFC,"[5AF,AFFC,AGZ,YBCH,YBGC,YBL]",32.0,4.0,0.0
71241,Piter,"Schimun Wrotschek, Dmitry Glukhovsky",Heyne Taschenbuch,FLQ,"[1DTA,FYT]",7.0,1.0,0.0
75627,Die Reise ins Licht,Andrej Djakow,Heyne Taschenbuch,FLQ,"[1DTA,FYT]",3.0,0.0,0.0
35436,An Ember in the Ashes 3. A Reaper at the Gates,Sabaa Tahir,Harper Collins Publ. UK,YFH,"[5AQ,FM]",34.0,7.0,0.0
16914,Closer,"Roderick Gordon, Brian Williams",Chicken House Ltd,YFB,[YFC],6.0,0.0,0.0
43310,Der Krieg,José Jorge Letria,Midas Collection,YXZW,"[AKLB,FX,YBCS,YBL,YDP]",1.0,0.0,0.0
4861,Zieh den Stecker! - 100 Ideen ohne Bildschirm,Pia Deges,Ars Edition GmbH,WD,"[5AG,4CD,WD,YBG,YBL]",6.0,1.0,0.0
16003,A Touch of Gold,Annie Sullivan,BLINK,YFJ,[YFM],4.0,0.0,0.0
49364,"Das Jungs-Buch: Der ganze Kram, den du mit 12 wissen solltest",Stephan Borchers,Schwarzkopf + Schwarzkopf,YX,"[5LD,VS,YF,YX]",28.0,12.0,7.0
9133,City of Elements 3,Nena Tramountani,Oetinger Taschenbuch GmbH,YFHR,"[5AQ,5JA,YFM]",67.0,19.0,5.0
67255,Lady Midnight,Cassandra Clare,Goldmann Verlag,FMR,"[1KBB-US-WPCA,FM,FMR,FMX,FYT]",72.0,7.0,4.0
20986,Lord of Shadows,Cassandra Clare,Goldmann Verlag,FMX,[1KBB-US-WPCA],57.0,5.0,4.0
32356,Tschipo in der Steinzeit,Franz Hohler,Ravensburger Verlag,YFQ,"[5AL,YFT,3BD]",1.0,0.0,1.0
51654,Oskar und das geheimnisvolle Volk,Claudia Frieser,dtv Verlagsgesellschaft,YFCF,"[5AL,1DFG-DE-TBD,YFT,YXHB,3KLY]",9.0,1.0,0.0
39621,Mein Haferhorde-Freundebuch,Suza Kolb,Magellan GmbH,DSY,"[5AJ,YBL]",70.0,1.0,0.0
29480,"Das Jahr, in dem ich lügen lernte",Lauren Wolk,dtv Verlagsgesellschaft,YXHB,"[5AN,1KBB-US-NAP,YFB,YN,YXD,YXF,YXHB,YXQ,3MPBL]",13.0,2.0,2.0
61319,Persepolis Rising,James S. A. Corey,ORBIT,FLS,[FLU],4.0,0.0,0.0
23704,Secrets in the Fire,Henning Mankell,Allen & Unwin,YFB,"[5AN,YXZ]",23.0,0.0,0.0
72950,Kommissar Schlotterteich: Watch out! - In London auf Verbrecherjagd,"Christian Tielmann, Heribert Schulmeyer",Carlsen Verlag GmbH,YFCA,"[5AL,1DDU-GB-E,1DDU-GB-ESL,2ACB,YFCF,YFQ]",70.0,3.0,2.0
65042,A New Season. My London Dream,Marnie Schaefers,Ravensburger Verlag,YFM,"[5AQ,5PT,FR,FRD,YFB,YFM]",26.0,1.0,0.0
27090,Palace of Fire - Die Kämpferin,C. E. Bernard,Penhaligon,FDB,"[1DDF,1DDU-GB-ESLF,FDB,FMR,FMX,FYT,YFH,3MR]",69.0,3.0,3.0
58320,Edingaard 2 - Der Klang der Magie,Elvira Zeißler,Books on Demand,FMB,"[5AX,FMB,FMR,YFH]",6.0,1.0,0.0
20453,Wenn der Sturm tobt,C. L. Wilson,Lübbe,FMR,"[FMR,FRT]",26.0,3.0,0.0
78996,Mein dicker Mandala-Malblock,Johannes Rosengarten,Arena Verlag GmbH,YBGC,"[5AG,YBL]",59.0,11.0,4.0
25985,Der Orden des geheimen Baumes - Die Magierin,Samantha Shannon,Penhaligon,FBA,"[FBA,FMB,FYT]",264.0,24.0,2.0
65048,Fliegender Stern,Ursula Wölfel,Thienemann,YFB,"[5AJ,1KB,YFB,YFC,YFN,YFP]",108.0,40.0,14.0
12308,Snow Crash,Neal Stephenson,Random House LCC US,FLPB,[FJ],13.0,1.0,0.0
27029,Night School 01,Christy Daugherty,"Little, Brown Book Group",YFCB,"[5AN,YFB,YFCF]",17.0,0.0,0.0
31807,Night School 02: Legacy,C. J. Daugherty,"Little, Brown Book Group",YFCB,"[5AN,FFS,YFB,YFCF]",12.0,1.0,0.0
20190,Seacrow Island,Astrid Lindgren,Oxford University Press,YFA,[YFC],2.0,0.0,0.0
32132,Project Jane 1,Lynette Noni,Oetinger Taschenbuch GmbH,YFC,"[5AQ,FL,YFG,YFH]",13.0,2.0,1.0
37938,Doctor Who Monster-Edition 3: Rückkehr der Sontaraner,Terrance Dicks,Cross Cult,FLG,[FLG],1.0,0.0,0.0
66819,Doctor Who Monster-Edition 1,Trevor Baxendale,Cross Cult,FLC,"[FLG,FLS]",4.0,0.0,1.0
28673,Selection 4. The Heir,Kiera Cass,Harper Collins Publ. USA,YFM,[5AP],9.0,1.0,0.0
24980,Winterbucht,Mats Wahl,"Beltz GmbH, Julius",YF,"[5AQ,1DNS]",3.0,0.0,0.0
20584,A Desolation Called Peace,Arkady Martine,Pan Macmillan,FLR,"[5PS,1Z,FLS]",52.0,1.0,0.0
59462,Das LEGO Ideen-Buch,Daniel Lipkowitz,Dorling Kindersley Verlag,YNVD,"[YBL,YNVD1,YNVD3,YNVM]",81.0,6.0,3.0
65650,Successor's Promise,Trudi Canavan,"Little, Brown Book Group",FMB,[FMH],86.0,0.0,0.0
63240,Kingdom of the Wicked,Kerri Maniscalco,Hodder & Stoughton,YFHR,[FMR],271.0,13.0,1.0
40146,Matrix-Code,Morpheus,Trinity-Verlag,VS,[FL],11.0,1.0,0.0
27693,Coraline,Neil Gaiman,Harper Collins Publ. USA,YFD,"[YFH,YFN,YXF]",106.0,9.0,3.0
11968,Am Meer,Andrea Erne,Ravensburger Verlag,YNNB1,"[5ABK,1QSB,1QSF,YBLL,YNNJ1,YNNS]",33.0,15.0,3.0
20713,"Das Buch, das dich findet",Siegfried Langer,Books on Demand,FMX,"[5AX,FH,YF,3MRB]",49.0,3.0,3.0
57102,Dreamkeeper,Joyce Winter,Oetinger Taschenbuch GmbH,YF,[5AQ],23.0,1.0,0.0
35354,Goldener Käfig (Die Farben des Blutes 3),Victoria Aveyard,Carlsen Verlag GmbH,YFHR,"[5AQ,5JA,5LF,5LKE,6FG,YFHR,YFM]",46.0,12.0,10.0
45881,MARVEL Avengers Die größten Superhelden aller Zeiten,"Scott Beatty, Alan Cowsill, Alastair Dougal",Dorling Kindersley Verlag,AKLC,"[5AN,ATF,FMK,GB,YBL,YNF,YR]",26.0,1.0,0.0
68831,Star Wars The Old Republic Sammelband,Drew Karpyshyn,Panini Verlags GmbH,FLS,"[5AN,FM,FYT]",25.0,2.0,2.0
43400,Verrückte Lücken - Total magische Fantasiegeschichten,Jens Schumacher,Loewe Verlag GmbH,YNVP,"[5AL,5JA,5LB,4CD,FMK,JNL,JNLB,YBGC,YBLA,YBLB,YBLC,YBLD,YBLH,YNVP,YPCA,YZG]",6.0,2.0,1.0
4870,Verrückte Lücken - Total pelzige Tiergeschichten,Jule Ambach,Loewe Verlag GmbH,YNVP,"[5AL,5LB,5LC,AGNA,FYB,JNL,JNLB,YBGC,YBLA,YBLB,YBLH,YFU,YNN,YNVP,YPCA,YZG]",4.0,4.0,4.0
24605,Verrückte Lücken - Total finstere Gruselgeschichten,Jens Schumacher,Loewe Verlag GmbH,YNVP,"[5AL,5JA,5JB,5LB,4CD,FKC,JNG,JNL,JNLB,VXQG,YBGC,YBLA,YBLB,YBLH,YFD,YNVP,YPCA,YZG]",10.0,1.0,1.0
9238,Verrückte Lücken - Geschichten vom verrückten Professor,Jens Schumacher,Loewe Verlag GmbH,YBLN1,"[5AL,CBV,JNLA,WDH,YBG,YBLD,YNVP,YPCA,YZG]",0.0,0.0,1.0
44898,Verrückte Lücken - Total fesselnde Krimigeschichten,Jens Schumacher,Loewe Verlag GmbH,YNVP,"[5AL,5JA,5JB,5LB,5LD,4CD,FFD,JNG,JNLB,YBG,YBLA,YBLB,YBLC,YBLD,YBLH,YFCF,YNVP,YPCA,YZG]",7.0,3.0,2.0
52489,Mars Discovery,Andreas Brandhorst,Piper Verlag GmbH,FLS,"[FLU,FLW]",49.0,2.0,0.0
73047,Der Greif,Wolfgang Hohlbein,Ueberreuter Verlag,FMB,"[5AN,FM,YFH]",23.0,2.0,1.0
41977,Lord of Shadows,Cassandra Clare,Goldmann TB,FMX,[1KBB-US-WPCA],43.0,12.0,6.0
32634,Queen of Air and Darkness,Cassandra Clare,Goldmann Verlag,FMX,[1KBB-US-WPCA],75.0,8.0,7.0
63150,The Hazel Wood,Melissa Albert,Macmillan USA,YFH,[5AN],11.0,0.0,1.0
70441,Usborne Minis - Sticker-Kreativbuch: Ostern,Sam Smith,Usborne Verlag,YBG,[5HPF],187.0,56.0,2.0
9467,Wie leben die kleinen Waldameisen?,"Hans-Günther Döring, Friederun Reichenstetter",Arena Verlag GmbH,YBLL,"[5AD,YNN]",6.0,2.0,0.0
53011,Mortis,John French,Black Library,FLQ,"[FL,FLQ]",21.0,2.0,0.0
40192,The Very Hungry Caterpillar Board Book and Plush [With Plush],Eric Carle,PHILOMEL,YFP,"[YBL,YFA]",6.0,0.0,0.0
42631,The Lord of the Rings,J. R. R. Tolkien,HarperCollins Publishers,FL,[FM],132.0,1.0,0.0
56883,"»Super«, schreit der Frieder, und die Oma kichert wieder",Gudrun Mebs,FISCHER KJB,YFM,"[5AG,YFN,YFQ]",24.0,4.0,0.0
48196,Mein Immer-wieder-Stickerbuch: Bei den Faultieren,Kirsteen Robson,Usborne Verlag,YBG,[YBL],37.0,9.0,0.0
39823,Mein Stickerbuch: Dinosaurier,Fiona Watt,Usborne Verlag,YBG,"[5AF,YBL]",106.0,26.0,5.0
12457,Mein Stickerbuch: Auf dem Piratenschiff,Fiona Watt,Usborne Verlag,YBG,"[5AF,YBL]",90.0,27.0,4.0
34983,Der große Stickerspaß: Aliens,Simon Tudhope,Usborne Verlag,YBG,[YBL],20.0,4.0,0.0
26814,The Snow Angel,Lauren St John,Head of Zeus,YFC,[YFN],4.0,0.0,0.0
24403,The Originals 02. The Resurrection,Julie Plec,Hachette Children's  Book,YFHR,"[5AN,4CL]",11.0,0.0,0.0
24911,Für das cleverste Mädchen der Welt,Christine Stahr,Schwager und Steinlein,WDKC,"[5AJ,5JA,WDKC,WDKN,WDKX,Y,YBL,YNV,YNVP,YZG]",2.0,0.0,0.0
25078,Heartstopper Volume Two,Alice Oseman,Hachette Children's  Book,XADC,"[5AP,5PSG,4Z-GB-ACT,YFM,YNMH]",36.0,11.0,3.0
15980,Stygian,Sherrilyn Kenyon,"Little, Brown Book Group",FMR,[FRD],41.0,0.0,0.0
25107,Kaiser-Retro-Box (remastered),"Ulrich Kiesow, Ina Kramer",Ulisses Spiel & Medien,WDHW,"[FMB,WDHW]",7.0,0.0,0.0
21063,Eragon - Das Vermächtnis der Drachenreiter,Christopher Paolini,Blanvalet Taschenbuchverl,FBA,"[FBA,FMB,FYT,YFH]",49.0,6.0,0.0
70469,Percy Jackson - Auf Monsterjagd mit den Geschwistern Kane (Percy Jackson),Rick Riordan,Carlsen Verlag GmbH,QRSA,"[5AN,QRSA,QRSG,YFB,YFC,YFH]",89.0,23.0,12.0
19324,City of Elements 2,Nena Tramountani,Oetinger Taschenbuch GmbH,YFHR,[5AQ],65.0,17.0,18.0
46693,The River of Adventure,Enid Blyton,Pan Macmillan,YFCF,"[5AK,YFA]",1.0,0.0,0.0
65819,"Uncompromising Honor, Volume 19",David Weber,BAEN,FLR,[FLS],36.0,0.0,0.0
50874,Kratzel-Stickerbuch Ostern,frechverlag,Frech Verlag GmbH,YBL,"[5AF,5HPF,5HRA,5JA,5JB]",73.0,6.0,4.0
18776,Die Schule der magischen Tiere: Endlich Pause! Das große Rätselbuch Band 2,"Nikki Busch, Margit Auer",Carlsen Verlag GmbH,JNLB,"[5AJ,5LC,4CD,JNLB,YB,YBG,YBL,YNVP,YZG,YZS]",66.0,7.0,0.0
12243,Dear Martin,Nic Stone,Simon + Schuster UK,JBSL1,"[5AQ,YFB,YFM,YXN]",29.0,2.0,2.0
69107,Escape Cube Kids Auf der Spur des Goldenen Ninja,Norbert Pautner,Frech Verlag GmbH,WDK,"[5,5A,5AH,5J,5JA,5JB,WD,WDK,WDM,Y,YBG]",12.0,1.0,1.0
8758,39-Storey Treehouse,Andy Griffiths,Pan Macmillan,XADC,"[5AG,5AH,YFC,YFQ,YNUC,YXHB]",12.0,0.0,0.0
78353,Noah Can't Even,Simon James Green,Scholastic Ltd.,YFB,"[5AQ,YFM,YFQ]",5.0,0.0,0.0
14832,Tschüss Langeweile,"James Maclaine, Lara Bryan, Sarah Hull",Usborne Verlag,YBG,[YBL],39.0,9.0,1.0
24513,Gossip Girl 01,Cecily von Ziegesar,Hachette Book Group USA,YF,[1KBB-US-NAKC],32.0,0.0,0.0
64486,Shadow Scale,Rachel Hartman,Penguin Random House Children's UK,YFC,"[5AN,YFH]",1.0,0.0,0.0
72499,Pekkas geheime Aufzeichnungen. Der verrückte Angelausflug,Timo Parvela,dtv Verlagsgesellschaft,YFQ,"[5AJ,1DNN]",12.0,2.0,2.0
13113,Pekkas geheime Aufzeichnungen - Die Wunderelf,Timo Parvela,dtv Verlagsgesellschaft,YXHB,"[5AJ,1DNF,YFQ,YFS,YXHB]",5.0,2.0,3.0
72669,Geliebter Engel in Gefahr,Lara Greystone,Eisermann,FMM,[FMR],4.0,0.0,0.0
57406,Das Erbe der Macht - Die komplette Schattenchronik im Schuber,Andreas Suchanek,Greenlight Press,FMR,"[FMR,FMX]",43.0,0.0,0.0
12323,Ein Engel für Vinz,Lara Greystone,Eisermann,FMM,[FMR],4.0,0.0,0.0
30262,Asha af Sania,Johanne Würtz Hundevad,Books on Demand,YFE,"[5AN,FM]",1.0,0.0,0.0
43441,Die Jahreszeiten,Constanza Droop,Ravensburger Verlag,YNNB,"[5ABK,5HC,5HR,5HRD,YBLJ,YNNB,YNNJ,YNNK,YNNT]",103.0,29.0,5.0
71408,The List of Things That Will Not Change,Rebecca Stead,Random House LCC US,YXFF,"[5PS,5PT,YFB,YFN,YXB]",2.0,1.0,0.0
62948,Meine Wörter reisen. Kelimelerin Yolculugu,"Christiane Strauss, Ebru Cihan",SchauHoer Verlag,YPC,"[2A,YBC,YBLA,YBLB,YBLC,YBLD,YBLF,YBLH,YBLL,YRDC,YRDL]",4.0,0.0,0.0
36892,Sword Art Online - Novel 01,Reki Kawahara,TOKYOPOP GmbH,XAMG,"[5AP,YF]",68.0,9.0,1.0
70943,Catch Your Death,Lauren Child,HarperCollins Publishers,YFB,"[5AK,YFQ]",4.0,0.0,0.0
71995,Black Dagger - Vishous & Jane,J. R. Ward,Heyne Taschenbuch,FMR,"[1KBB,FMX,FYT]",92.0,0.0,0.0
9561,Bloom,Kevin Panetta,Roaring Brook Press,XADC,[YF],51.0,0.0,1.0
8184,Weltenfänger: Heute entdecke ich die Wörter - Ab 6 Jahren,Christine Mildner,Bibliograph. Instit. GmbH,YBG,"[5AG,YBG,YBL]",7.0,1.0,0.0
20909,LEGO® Super Ideen,Daniel Lipkowitz,Dorling Kindersley Verlag,YNHD,"[5AG,WDM,WZG,YBG,YBL,YN,YNHD,YNTP,YNTR]",55.0,4.0,3.0
14566,Shadows Rising (World of Warcraft: Shadowlands),Madeleine Roux,Random House LCC US,FMB,"[FB,FJ]",11.0,0.0,1.0
19446,Buchwächter Band 1,Andreas Hagemann,NOVA MD,FMK,"[FMW,FMX]",19.0,4.0,0.0
72458,Chaos and Destiny,Miranda Lyn,FIDELIS PUB,FMB,[FMT],2.0,0.0,0.0
54296,WAS IST WAS Junior Mitmach-Heft Pferde und Ponys,"Eva Dix, Sabine Schuck, Ida Wenzel",Tessloff Verlag,YNNJ24,"[5AD,SK,WD,YBGC,YBL,YNNH4]",59.0,17.0,1.0
46007,A Court of Wings and Ruin. Acotar Adult Edition,Sarah J. Maas,Bloomsbury UK,YFB,"[FMR,YFH]",121.0,34.0,1.0
51772,Tom Gates 11 - Der helle Wahnsinn! (Leuchtet nicht im Dunkeln),Liz Pichon,dtv Verlagsgesellschaft,YXHB,"[5AK,YFQ,YFS,YXF,YXHB]",13.0,5.0,4.0
68187,Morgen irgendwo am Meer,Adriana Popescu,cbt,YXHB,"[5AN,1DSP,FBA,FRD,FXB,YFB,YFM,YXE,YXF,YXHB]",65.0,7.0,2.0
67039,Ein Sommer und vier Tage,Adriana Popescu,cbj,FRD,"[5AN,1DST,1DST-IT-NTZ,1DST-IT-NVN,1DST-IT-TZR,FRD,YFB,YFM]",20.0,3.0,2.0
20687,Mein erstes Stickerbuch: Berufe,Hannah Watson,Usborne Verlag,YBG,[YBL],16.0,6.0,2.0
11447,Mein erstes Stickerbuch: Autos,Simon Tudhope,Usborne Verlag,YBG,"[5AC,YBL]",35.0,11.0,5.0
59204,Mein erstes Stickerbuch: Auf Reisen,Hannah Watson,Usborne Verlag,YBG,"[5AC,YBL]",21.0,12.0,5.0
74397,Mein erstes Stickerbuch: Lastwagen,Sam Taplin,Usborne Verlag,YBG,[YBL],11.0,4.0,0.0
77092,Der Shakespeare-Dieb,Gary Blackwood,dtv Verlagsgesellschaft,YFT,"[5AM,1DDU-GB-E,3MD]",18.0,6.0,5.0
34925,Margreve Spielerhandbuch (5E),"Dan Dillon, Dennis Sustare, James Introcaso, Jon S",Ulisses Spiel & Medien,WDHW,[FM],8.0,0.0,0.0
12549,The 100 Complete Boxed Set,Kass Morgan,Hachette Book Group USA,YFG,"[5AN,5AX]",20.0,0.0,0.0
31234,Harry Potter and the Chamber of Secrets. Illustrated Edition,Joanne K. Rowling,Bloomsbury UK,FBA,"[FM,YFB,YFH]",115.0,1.0,1.0
29532,Mein Pfeil- und Bogenbuch,Wulf Hein,Hoernig Angelika,SVR,"[5AJ,SVR,YBG,YBL,YNW]",3.0,2.0,2.0
3034,Japanische Geistergeschichten,Lafcadio Hearn,Anaconda Verlag,FKC,"[1FPJ,FM]",9.0,5.0,1.0
76764,Warhammer Fantasy-Rollenspiel Einsteigerset,"Andy Law, TS Luikart, Ben Scerri",Ulisses Spiel & Medien,WDHW,"[FM,WDHW]",89.0,7.0,1.0
34039,Die sieben Königreiche 01. Die Beschenkte,Kristin Cashore,Carlsen Verlag GmbH,YFC,"[5AQ,YF,YFC,YFH,YFM]",44.0,2.0,1.0
15368,Mein erstes Berlin-Bilderbuch,Judith Drews,Wimmelbuchverlag,YBCB,"[5ABK,1DFG-DE-BE,YBL,YN]",6.0,0.0,0.0
71800,Die kleine Hummel Bommel - Meine ersten Freunde,"Britta Sabbag, Maite Kelly",Ars Edition GmbH,YBL,[5AC],72.0,2.0,1.0
42085,Binti,Nnedi Okorafor,Cross Cult,FLC,"[FLP,FLU]",18.0,3.0,1.0
5961,Das Buch des Phönix,Nnedi Okorafor,Cross Cult,FLC,"[FLG,FLP,FLQ]",13.0,0.0,0.0
72457,ELFENTHRON,Holly Black,cbt,YFH,"[5AQ,FMB,FMT,YFH,3MRBF,3MRBH]",118.0,18.0,0.0
62340,The Maze Runner Series Complete Collection Boxed Set,James Dashner,Random House LCC US,YFE,"[5AN,YFC,YFH]",244.0,8.0,1.0
33132,Where's Gilbert?,"Wendy Finney, Tony Ross",Andersen Press Ltd,YFQ,[5AF],4.0,0.0,0.0
