Surah,Ayah,Text,Label
2,282,"O ye who believe! When ye deal with each other, in transactions involving future obligations in a fixed period of time, reduce them to writing Let a scribe write down faithfully as between the parties: let not the scribe refuse to write: as Allah Has taught him, so let him write. Let him who incurs the liability dictate, but let him fear His Lord Allah, and not diminish aught of what he owes. If they party liable is mentally deficient, or weak, or unable Himself to dictate, Let his guardian dictate faithfully, and get two witnesses, out of your own men, and if there are not two men, then a man and two women, such as ye choose, for witnesses, so that if one of them errs, the other can remind her. The witnesses should not refuse when they are called on (For evidence). Disdain not to reduce to writing (your contract) for a future period, whether it be small or big: it is juster in the sight of Allah, More suitable as evidence, and more convenient to prevent doubts among yourselves but if it be a transaction which ye carry out on the spot among yourselves, there is no blame on you if ye reduce it not to writing. But take witness whenever ye make a commercial contract; and let neither scribe nor witness suffer harm. If ye do (such harm), it would be wickedness in you. So fear Allah; For it is Good that teaches you. And Allah is well acquainted with all things. If ye are on a journey, and cannot find a scribe, a pledge with possession (may serve the purpose). And if one of you deposits a thing on trust with another, let the trustee (faithfully) discharge his trust, and let him Fear his Lord conceal not evidence; for whoever conceals it, - his heart is tainted with sin. And Allah knoweth all that ye do.","['aqidah', 'syariah', 'akhlak', 'ilmu']"
2,283,"If ye are on a journey, and cannot find a scribe, a pledge with possession (may serve the purpose). And if one of you deposits a thing on trust with another, Let the trustee (Faithfully) discharge His trust, and let him fear his Lord. Conceal not evidence; for whoever conceals it,- His heart is tainted with sin. And Allah Knoweth all that ye do.",['aqidah']
2,284,"To Allah belongeth all that is in the heavens and on earth. Whether ye show what is in your minds or conceal it, Allah Calleth you to account for it. He forgiveth whom He pleaseth, and punisheth whom He pleaseth, for Allah hath power over all things.","['aqidah', 'akhlak', 'alam-dunia']"
2,285,"The Messenger believeth in what hath been revealed to him from his Lord, as do the men of faith. Each one (of them) believeth in Allah, His angels, His books, and His messengers. ""We make no distinction (they say) between one and another of His messengers."" And they say: ""We hear, and we obey: (We seek) Thy forgiveness, our Lord, and to Thee is the end of all journeys.""","['aqidah', 'kisah', 'alam-ghaib']"
2,286,"On no soul doth Allah Place a burden greater than it can bear. It gets every good that it earns, and it suffers every ill that it earns. (Pray:) ""Our Lord! Condemn us not if we forget or fall into error; our Lord! Lay not on us a burden Like that which Thou didst lay on those before us; Our Lord! Lay not on us a burden greater than we have strength to bear. Blot out our sins, and grant us forgiveness. Have mercy on us. Thou art our Protector; Help us against those who stand against faith.""","['aqidah', 'syariah']"
3,1,A. L. M.,['aqidah']
3,2,"Allah! There is no god but He,-the Living, the Self-Subsisting, Eternal.",['aqidah']
3,3,"It is He Who sent down to thee (step by step), in truth, the Book, confirming what went before it; and He sent down the Law (of Moses) and the Gospel (of Jesus) before this, as a guide to mankind, and He sent down the criterion (of judgment between right and wrong).",['aqidah']
3,4,"Then those who reject Faith in the Signs of Allah will suffer the severest penalty, and Allah is Exalted in Might, Lord of Retribution.",['aqidah']
3,5,"From Allah, verily nothing is hidden on earth or in the heavens.",['alam-dunia']
3,6,"He it is Who shapes you in the wombs as He pleases. There is no god but He, the Exalted in Might, the Wise.",['aqidah']
3,7,"He it is Who has sent down to thee the Book: In it are verses basic or fundamental (of established meaning); they are the foundation of the Book: others are allegorical. But those in whose hearts is perversity follow the part thereof that is allegorical, seeking discord, and searching for its hidden meanings, but no one knows its hidden meanings except Allah. And those who are firmly grounded in knowledge say: ""We believe in the Book; the whole of it is from our Lord:"" and none will grasp the Message except men of understanding.",['aqidah']
3,8,"""Our Lord!"" (they say), ""Let not our hearts deviate now after Thou hast guided us, but grant us mercy from Thine own Presence; for Thou art the Grantor of bounties without measure.","['aqidah', 'syariah']"
3,9,"""Our Lord! Thou art He that will gather mankind Together against a day about which there is no doubt; for Allah never fails in His promise.""","['aqidah', 'syariah', 'alam-akhirat']"
3,10,"Those who reject Faith,- neither their possessions nor their (numerous) progeny will avail them aught against Allah: They are themselves but fuel for the Fire.",['alam-akhirat']
3,11,"(Their plight will be) no better than that of the people of Pharaoh, and their predecessors: They denied our Signs, and Allah called them to account for their sins. For Allah is strict in punishment.","['aqidah', 'akhlak', 'kisah']"
3,12,"Say to those who reject Faith: ""Soon will ye be vanquished and gathered together to Hell,-an evil bed indeed (to lie on)!","['aqidah', 'alam-akhirat']"
3,13,"""There has already been for you a Sign in the two armies that met (in combat): One was fighting in the cause of Allah, the other resisting Allah; these saw with their own eyes Twice their number. But Allah doth support with His aid whom He pleaseth. In this is a warning for such as have eyes to see.""","['alam-dunia', 'alam-akhirat']"
3,14,Fair in the eyes of men is the love of things they covet: Women and sons; Heaped-up hoards of gold and silver; horses branded (for blood and excellence); and (wealth of) cattle and well-tilled land. Such are the possessions of this world's life; but in nearness to Allah is the best of the goals (To return to).,"['syariah', 'alam-dunia']"
3,15,"Say: Shall I give you glad tidings of things Far better than those? For the righteous are Gardens in nearness to their Lord, with rivers flowing beneath; therein is their eternal home; with companions pure (and holy); and the good pleasure of Allah. For in Allah's sight are (all) His servants,-","['alam-dunia', 'alam-akhirat']"
3,16,"(Namely), those who say: ""Our Lord! we have indeed believed: forgive us, then, our sins, and save us from the agony of the Fire;""-","['syariah', 'alam-akhirat']"
3,17,"Those who show patience, Firmness and self-control; who are true (in word and deed); who worship devoutly; who spend (in the way of Allah); and who pray for forgiveness in the early hours of the morning.",['akhlak']
3,18,"There is no god but He: That is the witness of Allah, His angels, and those endued with knowledge, standing firm on justice. There is no god but He, the Exalted in Power, the Wise.","['aqidah', 'kisah', 'alam-ghaib']"
3,19,"The Religion before Allah is Islam (submission to His Will): Nor did the People of the Book dissent therefrom except through envy of each other, after knowledge had come to them. But if any deny the Signs of Allah, Allah is swift in calling to account.",['aqidah']
3,20,"So if they dispute with thee, say: ""I have submitted My whole self to Allah and so have those who follow me."" And say to the People of the Book and to those who are unlearned: ""Do ye (also) submit yourselves?"" If they do, they are in right guidance, but if they turn back, Thy duty is to convey the Message; and in Allah's sight are (all) His servants.",['aqidah']
3,21,"As to those who deny the Signs of Allah and in defiance of right, slay the prophets, and slay those who teach just dealing with mankind, announce to them a grievous penalty.","['syariah', 'alam-dunia']"
3,23,"Hast thou not turned Thy vision to those who have been given a portion of the Book? They are invited to the Book of Allah, to settle their dispute, but a party of them Turn back and decline (The arbitration).",['ilmu']
3,24,"This because they say: ""The Fire shall not touch us but for a few numbered days"": For their forgeries deceive them as to their own religion.",['alam-akhirat']
3,25,"But how (will they fare) when we gather them together against a day about which there is no doubt, and each soul will be paid out just what it has earned, without (favour or) injustice?","['akhlak', 'alam-akhirat']"
3,26,"Say: ""O Allah! Lord of Power (And Rule), Thou givest power to whom Thou pleasest, and Thou strippest off power from whom Thou pleasest: Thou enduest with honour whom Thou pleasest, and Thou bringest low whom Thou pleasest: In Thy hand is all good. Verily, over all things Thou hast power.","['aqidah', 'syariah']"
3,27,"""Thou causest the night to gain on the day, and thou causest the day to gain on the night; Thou bringest the Living out of the dead, and Thou bringest the dead out of the Living; and Thou givest sustenance to whom Thou pleasest, without measure.""","['aqidah', 'ilmu']"
3,28,"Let not the believers Take for friends or helpers Unbelievers rather than believers: if any do that, in nothing will there be help from Allah: except by way of precaution, that ye may Guard yourselves from them. But Allah cautions you (To remember) Himself; for the final goal is to Allah.","['aqidah', 'syariah', 'ilmu']"
3,29,"Say: ""Whether ye hide what is in your hearts or reveal it, Allah knows it all: He knows what is in the heavens, and what is on earth. And Allah has power over all things.","['aqidah', 'alam-dunia']"
3,30,"""On the Day when every soul will be confronted with all the good it has done, and all the evil it has done, it will wish there were a great distance between it and its evil. But Allah cautions you (To remember) Himself. And Allah is full of kindness to those that serve Him.""","['akhlak', 'alam-akhirat']"
3,31,"Say: ""If ye do love Allah, Follow me: Allah will love you and forgive you your sins: For Allah is Oft-Forgiving, Most Merciful.""","['aqidah', 'akhlak', 'ilmu']"
3,32,"Say: ""Obey Allah and His Messenger"": But if they turn back, Allah loveth not those who reject Faith.","['aqidah', 'syariah', 'akhlak']"
3,33,"Allah did choose Adam and Noah, the family of Abraham, and the family of 'Imran above all people,-","['syariah', 'kisah']"
3,34,"Offspring, one of the other: And Allah heareth and knoweth all things.","['aqidah', 'syariah', 'kisah']"
3,35,"Behold! a woman of 'Imran said: ""O my Lord! I do dedicate unto Thee what is in my womb for Thy special service: So accept this of me: For Thou hearest and knowest all things.""","['aqidah', 'syariah', 'kisah']"
3,36,"When she was delivered, she said: ""O my Lord! Behold! I am delivered of a female child!""- and Allah knew best what she brought forth- ""And no wise is the male Like the female. I have named her Mary, and I commend her and her offspring to Thy protection from the Evil One, the Rejected.""","['syariah', 'kisah', 'alam-ghaib']"
3,37,"Right graciously did her Lord accept her: He made her grow in purity and beauty: To the care of Zakariya was she assigned. Every time that he entered (Her) chamber to see her, He found her supplied with sustenance. He said: ""O Mary! Whence (comes) this to you?"" She said: ""From Allah: for Allah Provides sustenance to whom He pleases without measure.""","['aqidah', 'syariah', 'ilmu', 'kisah']"
3,38,"There did Zakariya pray to his Lord, saying: ""O my Lord! Grant unto me from Thee a progeny that is pure: for Thou art He that heareth prayer!","['syariah', 'kisah']"
3,39,"While he was standing in prayer in the chamber, the angels called unto him: ""Allah doth give thee glad tidings of Yahya, witnessing the truth of a Word from Allah, and (be besides) noble, chaste, and a prophet,- of the (goodly) company of the righteous.""","['aqidah', 'syariah', 'kisah', 'alam-ghaib']"
3,40,"He said: ""O my Lord! How shall I have son, seeing I am very old, and my wife is barren?"" ""Thus,"" was the answer, ""Doth Allah accomplish what He willeth.""","['syariah', 'kisah']"
3,41,"He said: ""O my Lord! Give me a Sign!"" ""Thy Sign,"" was the answer, ""Shall be that thou shalt speak to no man for three days but with signals. Then celebrate the praises of thy Lord again and again, and glorify Him in the evening and in the morning.""","['syariah', 'ilmu', 'kisah']"
3,42,"Behold! the angels said: ""O Mary! Allah hath chosen thee and purified thee- chosen thee above the women of all nations.","['aqidah', 'kisah', 'alam-ghaib']"
3,43,"""O Mary! worship Thy Lord devoutly: Prostrate thyself, and bow down (in prayer) with those who bow down.""",['kisah']
3,44,"This is part of the tidings of the things unseen, which We reveal unto thee (O Messenger!) by inspiration: Thou wast not with them when they cast lots with arrows, as to which of them should be charged with the care of Mary: Nor wast thou with them when they disputed (the point).","['kisah', 'alam-ghaib']"
3,45,"Behold! the angels said: ""O Mary! Allah giveth thee glad tidings of a Word from Him: his name will be Christ Jesus, the son of Mary, held in honour in this world and the Hereafter and of (the company of) those nearest to Allah;","['aqidah', 'syariah', 'kisah', 'alam-ghaib']"
3,46,"""He shall speak to the people in childhood and in maturity. And he shall be (of the company) of the righteous.""","['aqidah', 'kisah']"
3,47,"She said: ""O my Lord! How shall I have a son when no man hath touched me?"" He said: ""Even so: Allah createth what He willeth: When He hath decreed a plan, He but saith to it, 'Be,' and it is!",['aqidah']
3,48,"""And Allah will teach him the Book and Wisdom, the Law and the Gospel,",['kisah']
3,49,"""And (appoint him) a messenger to the Children of Israel, (with this message): ""'I have come to you, with a Sign from your Lord, in that I make for you out of clay, as it were, the figure of a bird, and breathe into it, and it becomes a bird by Allah's leave: And I heal those born blind, and the lepers, and I quicken the dead, by Allah's leave; and I declare to you what ye eat, and what ye store in your houses. Surely therein is a Sign for you if ye did believe;","['aqidah', 'ilmu', 'kisah', 'alam-dunia']"
3,50,"""'(I have come to you), to attest the Law which was before me. And to make lawful to you part of what was (Before) forbidden to you; I have come to you with a Sign from your Lord. So fear Allah, and obey me.","['aqidah', 'akhlak', 'kisah']"
3,51,"""'It is Allah Who is my Lord and your Lord; then worship Him. This is a Way that is straight.'""",['aqidah']
3,52,"When Jesus found Unbelief on their part He said: ""Who will be My helpers to (the work of) Allah?"" Said the disciples: ""We are Allah's helpers: We believe in Allah, and do thou bear witness that we are Muslims.","['aqidah', 'kisah']"
3,53,"""Our Lord! we believe in what Thou hast revealed, and we follow the Messenger; then write us down among those who bear witness.""","['aqidah', 'syariah', 'kisah']"
3,54,"And (the unbelievers) plotted and planned, and Allah too planned, and the best of planners is Allah.",['kisah']
3,55,"Behold! Allah said: ""O Jesus! I will take thee and raise thee to Myself and clear thee (of the falsehoods) of those who blaspheme; I will make those who follow thee superior to those who reject faith, to the Day of Resurrection: Then shall ye all return unto me, and I will judge between you of the matters wherein ye dispute.","['aqidah', 'kisah']"
3,57,"""As to those who believe and work righteousness, Allah will pay them (in full) their reward; but Allah loveth not those who do wrong.""","['aqidah', 'akhlak']"
3,59,"The similitude of Jesus before Allah is as that of Adam; He created him from dust, then said to him: ""Be"". And he was.","['aqidah', 'ilmu', 'kisah', 'alam-dunia']"
3,60,The Truth (comes) from Allah alone; so be not of those who doubt.,['kisah']
3,61,"If any one disputes in this matter with thee, now after (full) knowledge Hath come to thee, say: ""Come! let us gather together,- our sons and your sons, our women and your women, ourselves and yourselves: Then let us earnestly pray, and invoke the curse of Allah on those who lie!""","['aqidah', 'kisah']"
3,62,"This is the true account: There is no god except Allah; and Allah-He is indeed the Exalted in Power, the Wise.",['aqidah']
3,63,"But if they turn back, Allah hath full knowledge of those who do mischief.",['aqidah']
3,64,"Say: ""O People of the Book! come to common terms as between us and you: That we worship none but Allah; that we associate no partners with him; that we erect not, from among ourselves, Lords and patrons other than Allah."" If then they turn back, say ye: ""Bear witness that we (at least) are Muslims (bowing to Allah's Will).",['aqidah']
3,65,"Ye People of the Book! Why dispute ye about Abraham, when the Law and the Gospel Were not revealed Till after him? Have ye no understanding?","['aqidah', 'ilmu', 'kisah']"
3,66,"Ah! Ye are those who fell to disputing (Even) in matters of which ye had some knowledge! but why dispute ye in matters of which ye have no knowledge? It is Allah Who knows, and ye who know not!",['aqidah']
3,67,"Abraham was not a Jew nor yet a Christian; but he was true in Faith, and bowed his will to Allah's (Which is Islam), and he joined not gods with Allah.","['aqidah', 'kisah']"
3,68,"Without doubt, among men, the nearest of kin to Abraham, are those who follow him, as are also this Prophet and those who believe: And Allah is the Protector of those who have faith.",['aqidah']
3,69,"It is the wish of a section of the People of the Book to lead you astray. But they shall lead astray (Not you), but themselves, and they do not perceive!",['aqidah']
3,70,"Ye People of the Book! Why reject ye the Signs of Allah, of which ye are (Yourselves) witnesses?",['aqidah']
3,71,"Ye People of the Book! Why do ye clothe Truth with falsehood, and conceal the Truth, while ye have knowledge?",['aqidah']
3,72,"A section of the People of the Book say: ""Believe in the morning what is revealed to the believers, but reject it at the end of the day; perchance they may (themselves) Turn back;",['aqidah']
3,74,For His Mercy He specially chooseth whom He pleaseth; for Allah is the Lord of bounties unbounded.,['aqidah']
3,75,"Among the People of the Book are some who, if entrusted with a hoard of gold, will (readily) pay it back; others, who, if entrusted with a single silver coin, will not repay it unless thou constantly stoodest demanding, because, they say, ""there is no call on us (to keep faith) with these ignorant (Pagans)."" but they tell a lie against Allah, and (well) they know it.",['aqidah']
3,76,"Nay.- Those that keep their plighted faith and act aright,-verily Allah loves those who act aright.","['aqidah', 'syariah', 'akhlak']"
3,77,"As for those who sell the faith they owe to Allah and their own plighted word for a small price, they shall have no portion in the Hereafter: Nor will Allah (Deign to) speak to them or look at them on the Day of Judgment, nor will He cleans them (of sin): They shall have a grievous penalty.","['syariah', 'alam-akhirat']"
3,78,"There is among them a section who distort the Book with their tongues: (As they read) you would think it is a part of the Book, but it is no part of the Book; and they say, ""That is from Allah,"" but it is not from Allah: It is they who tell a lie against Allah, and (well) they know it!",['aqidah']
3,79,"It is not (possible) that a man, to whom is given the Book, and Wisdom, and the prophetic office, should say to people: ""Be ye my worshippers rather than Allah's"": on the contrary (He would say) ""Be ye worshippers of Him Who is truly the Cherisher of all: For ye have taught the Book and ye have studied it earnestly.""",['aqidah']
3,80,Nor would he instruct you to take angels and prophets for Lords and patrons. What! would he bid you to unbelief after ye have bowed your will (To Allah in Islam)?,"['aqidah', 'kisah', 'alam-ghaib']"
3,81,"Behold! Allah took the covenant of the prophets, saying: ""I give you a Book and Wisdom; then comes to you a messenger, confirming what is with you; do ye believe in him and render him help."" Allah said: ""Do ye agree, and take this my Covenant as binding on you?"" They said: ""We agree."" He said: ""Then bear witness, and I am with you among the witnesses.""",['aqidah']
3,82,"If any turn back after this, they are perverted transgressors.",['aqidah']
3,83,"Do they seek for other than the Religion of Allah?-while all creatures in the heavens and on earth have, willing or unwilling, bowed to His Will (Accepted Islam), and to Him shall they all be brought back.",['aqidah']
3,84,"Say: ""We believe in Allah, and in what has been revealed to us and what was revealed to Abraham, Isma'il, Isaac, Jacob, and the Tribes, and in (the Books) given to Moses, Jesus, and the prophets, from their Lord: We make no distinction between one and another among them, and to Allah do we bow our will (in Islam).""","['aqidah', 'kisah']"
3,85,"If anyone desires a religion other than Islam (submission to Allah), never will it be accepted of him; and in the Hereafter He will be in the ranks of those who have lost (All spiritual good).","['aqidah', 'alam-akhirat']"
3,86,How shall Allah Guide those who reject Faith after they accepted it and bore witness that the Messenger was true and that Clear Signs had come unto them? but Allah guides not a people unjust.,"['aqidah', 'akhlak']"
3,87,"Of such the reward is that on them (rests) the curse of Allah, of His angels, and of all mankind;-","['aqidah', 'kisah', 'alam-ghaib']"
3,88,"In that will they dwell; nor will their penalty be lightened, nor respite be (their lot);-",['alam-akhirat']
3,89,"Except for those that repent (Even) after that, and make amends; for verily Allah is Oft-Forgiving, Most Merciful.","['aqidah', 'akhlak']"
3,91,"As to those who reject Faith, and die rejecting,- never would be accepted from any such as much gold as the earth contains, though they should offer it for ransom. For such is (in store) a penalty grievous, and they will find no helpers.","['aqidah', 'alam-dunia']"
3,92,"By no means shall ye attain righteousness unless ye give (freely) of that which ye love; and whatever ye give, of a truth Allah knoweth it well.",['syariah']
3,93,"All food was lawful to the Children of Israel, except what Israel Made unlawful for itself, before the Law (of Moses) was revealed. Say: ""Bring ye the Law and study it, if ye be men of truth.""",['aqidah']
3,95,"Say: ""Allah speaketh the Truth: follow the religion of Abraham, the sane in faith; he was not of the Pagans.""","['aqidah', 'kisah']"
3,96,The first House (of worship) appointed for men was that at Bakka: Full of blessing and of guidance for all kinds of beings:,['kisah']
3,97,"In it are Signs Manifest; (for example), the Station of Abraham; whoever enters it attains security; Pilgrimage thereto is a duty men owe to Allah,- those who can afford the journey; but if any deny faith, Allah stands not in need of any of His creatures.","['aqidah', 'syariah', 'kisah']"
3,98,"Say: ""O People of the Book! Why reject ye the Signs of Allah, when Allah is Himself witness to all ye do?""","['aqidah', 'syariah']"
3,99,"Say: ""O ye People of the Book! Why obstruct ye those who believe, from the path of Allah, Seeking to make it crooked, while ye were yourselves witnesses (to Allah's Covenant)? but Allah is not unmindful of all that ye do.""",['aqidah']
3,100,"O ye who believe! If ye listen to a faction among the People of the Book, they would (indeed) render you apostates after ye have believed!",['aqidah']
3,101,"And how would ye deny Faith while unto you are rehearsed the Signs of Allah, and among you Lives the Messenger? Whoever holds firmly to Allah will be shown a way that is straight.",['aqidah']
3,102,"O ye who believe! Fear Allah as He should be feared, and die not except in a state of Islam.","['aqidah', 'akhlak', 'alam-dunia']"
3,103,"And hold fast, all together, by the rope which Allah (stretches out for you), and be not divided among yourselves; and remember with gratitude Allah's favour on you; for ye were enemies and He joined your hearts in love, so that by His Grace, ye became brethren; and ye were on the brink of the pit of Fire, and He saved you from it. Thus doth Allah make His Signs clear to you: That ye may be guided.",['alam-akhirat']
3,104,"Let there arise out of you a band of people inviting to all that is good, enjoining what is right, and forbidding what is wrong: They are the ones to attain felicity.",['akhlak']
3,106,"On the Day when some faces will be (lit up with) white, and some faces will be (in the gloom of) black: To those whose faces will be black, (will be said): ""Did ye reject Faith after accepting it? Taste then the penalty for rejecting Faith.""","['alam-dunia', 'alam-akhirat']"
3,107,"But those whose faces will be (lit with) white,- they will be in (the light of) Allah's mercy: therein to dwell (for ever).","['aqidah', 'alam-akhirat']"
3,108,These are the Signs of Allah: We rehearse them to thee in Truth: And Allah means no injustice to any of His creatures.,['akhlak']
3,109,To Allah belongs all that is in the heavens and on earth: To Him do all questions go back (for decision).,"['aqidah', 'alam-dunia']"
3,110,"Ye are the best of peoples, evolved for mankind, enjoining what is right, forbidding what is wrong, and believing in Allah. If only the People of the Book had faith, it were best for them: among them are some who have faith, but most of them are perverted transgressors.","['aqidah', 'akhlak']"
3,112,"Shame is pitched over them (Like a tent) wherever they are found, except when under a covenant (of protection) from Allah and from men; they draw on themselves wrath from Allah, and pitched over them is (the tent of) destitution. This because they rejected the Signs of Allah, and slew the prophets in defiance of right; this because they rebelled and transgressed beyond bounds.","['aqidah', 'syariah']"
3,113,"Not all of them are alike: Of the People of the Book are a portion that stand (For the right): They rehearse the Signs of Allah all night long, and they prostrate themselves in adoration.",['aqidah']
3,114,"They believe in Allah and the Last Day; they enjoin what is right, and forbid what is wrong; and they hasten (in emulation) in (all) good works: They are in the ranks of the righteous.","['aqidah', 'akhlak', 'alam-akhirat']"
3,115,"Of the good that they do, nothing will be rejected of them; for Allah knoweth well those that do right.",['aqidah']
3,116,"Those who reject Faith,- neither their possessions nor their (numerous) progeny will avail them aught against Allah: They will be companions of the Fire,-dwelling therein (for ever).","['syariah', 'ilmu', 'alam-akhirat']"
3,117,"What they spend in the life of this (material) world May be likened to a wind which brings a nipping frost: It strikes and destroys the harvest of men who have wronged their own souls: it is not Allah that hath wronged them, but they wrong themselves.","['syariah', 'ilmu', 'alam-dunia']"
3,118,"O ye who believe! Take not into your intimacy those outside your ranks: They will not fail to corrupt you. They only desire your ruin: Rank hatred has already appeared from their mouths: What their hearts conceal is far worse. We have made plain to you the Signs, if ye have wisdom.","['aqidah', 'ilmu']"
3,119,"Ah! ye are those who love them, but they love you not,- though ye believe in the whole of the Book. When they meet you, they say, ""We believe"": But when they are alone, they bite off the very tips of their fingers at you in their rage. Say: ""Perish in your rage; Allah knoweth well all the secrets of the heart.""",['aqidah']
3,120,"If aught that is good befalls you, it grieves them; but if some misfortune overtakes you, they rejoice at it. But if ye are constant and do right, not the least harm will their cunning do to you; for Allah Compasseth round about all that they do.","['aqidah', 'akhlak']"
3,121,Remember that morning Thou didst leave Thy household (early) to post the faithful at their stations for battle: And Allah heareth and knoweth all things:,"['aqidah', 'kisah']"
3,122,"Remember two of your parties Meditated cowardice; but Allah was their protector, and in Allah should the faithful (Ever) put their trust.","['aqidah', 'kisah']"
3,123,"Allah had helped you at Badr, when ye were a contemptible little force; then fear Allah; thus May ye show your gratitude.","['aqidah', 'akhlak', 'kisah']"
3,124,"Remember thou saidst to the Faithful: ""Is it not enough for you that Allah should help you with three thousand angels (Specially) sent down?","['aqidah', 'ilmu', 'kisah', 'alam-ghaib']"
3,125,"""Yea, - if ye remain firm, and act aright, even if the enemy should rush here on you in hot haste, your Lord would help you with five thousand angels Making a terrific onslaught.","['aqidah', 'akhlak', 'ilmu', 'kisah', 'alam-ghaib']"
3,126,"Allah made it but a message of hope for you, and an assurance to your hearts: (in any case) there is no help except from Allah. The Exalted, the Wise:","['aqidah', 'kisah']"
3,127,"That He might cut off a fringe of the Unbelievers or expose them to infamy, and they should then be turned back, frustrated of their purpose.",['kisah']
3,128,"Not for thee, (but for Allah), is the decision: Whether He turn in mercy to them, or punish them; for they are indeed wrong-doers.",['kisah']
3,129,"To Allah belongeth all that is in the heavens and on earth. He forgiveth whom He pleaseth and punisheth whom He pleaseth; but Allah is Oft-Forgiving, Most Merciful.","['aqidah', 'akhlak', 'alam-dunia']"
3,130,"O ye who believe! Devour not usury, doubled and multiplied; but fear Allah; that ye may (really) prosper.","['syariah', 'akhlak']"
3,131,"Fear the Fire, which is repaired for those who reject Faith:","['syariah', 'alam-akhirat']"
3,132,And obey Allah and the Messenger; that ye may obtain mercy.,"['aqidah', 'ilmu']"
3,133,"Be quick in the race for forgiveness from your Lord, and for a Garden whose width is that (of the whole) of the heavens and of the earth, prepared for the righteous,-",['akhlak']
3,134,"Those who spend (freely), whether in prosperity, or in adversity; who restrain anger, and pardon (all) men;- for Allah loves those who do good;-","['aqidah', 'akhlak']"
3,135,"And those who, having done something to be ashamed of, or wronged their own souls, earnestly bring Allah to mind, and ask for forgiveness for their sins,- and who can forgive sins except Allah?- and are never obstinate in persisting knowingly in (the wrong) they have done.",['akhlak']
3,136,"For such the reward is forgiveness from their Lord, and Gardens with rivers flowing underneath,- an eternal dwelling: How excellent a recompense for those who work (and strive)!","['akhlak', 'alam-dunia', 'alam-akhirat']"
3,137,"Many were the Ways of Life that have passed away before you: travel through the earth, and see what was the end of those who rejected Truth.",['alam-dunia']
3,138,"Here is a plain statement to men, a guidance and instruction to those who fear Allah!",['akhlak']
3,139,"So lose not heart, nor fall into despair: For ye must gain mastery if ye are true in Faith.","['aqidah', 'kisah']"
3,140,"If a wound hath touched you, be sure a similar wound hath touched the others. Such days (of varying fortunes) We give to men and men by turns: that Allah may know those that believe, and that He may take to Himself from your ranks Martyr-witnesses (to Truth). And Allah loveth not those that do wrong.","['aqidah', 'akhlak', 'kisah']"
3,141,Allah's object also is to purge those that are true in Faith and to deprive of blessing Those that resist Faith.,"['aqidah', 'kisah']"
3,142,Did ye think that ye would enter Heaven without Allah testing those of you who fought hard (In His Cause) and remained steadfast?,"['aqidah', 'akhlak', 'kisah', 'alam-akhirat']"
3,143,"Ye did indeed wish for death before ye met him: Now ye have seen him with your own eyes, (And ye flinch!)","['akhlak', 'kisah', 'alam-dunia']"
3,144,"Muhammad is no more than a messenger: many Were the messenger that passed away before him. If he died or were slain, will ye then Turn back on your heels? If any did turn back on his heels, not the least harm will he do to Allah; but Allah (on the other hand) will swiftly reward those who (serve Him) with gratitude.","['aqidah', 'akhlak', 'kisah']"
3,145,"Nor can a soul die except by Allah's leave, the term being fixed as by writing. If any do desire a reward in this life, We shall give it to him; and if any do desire a reward in the Hereafter, We shall give it to him. And swiftly shall We reward those that (serve us with) gratitude.","['aqidah', 'akhlak', 'kisah', 'alam-dunia', 'alam-akhirat']"
3,146,"How many of the prophets fought (in Allah's way), and with them (fought) Large bands of godly men? but they never lost heart if they met with disaster in Allah's way, nor did they weaken (in will) nor give in. And Allah Loves those who are firm and steadfast.","['aqidah', 'akhlak', 'kisah']"
3,147,"All that they said was: ""Our Lord! Forgive us our sins and anything We may have done that transgressed our duty: Establish our feet firmly, and help us against those that resist Faith.""","['aqidah', 'syariah', 'akhlak', 'kisah']"
3,148,"And Allah gave them a reward in this world, and the excellent reward of the Hereafter. For Allah Loveth those who do good.","['aqidah', 'akhlak', 'kisah']"
3,149,"O ye who believe! If ye obey the Unbelievers, they will drive you back on your heels, and ye will turn back (from Faith) to your own loss.",['aqidah']
3,150,"Nay, Allah is your protector, and He is the best of helpers.","['aqidah', 'kisah']"
3,151,"Soon shall We cast terror into the hearts of the Unbelievers, for that they joined companions with Allah, for which He had sent no authority: their abode will be the Fire: And evil is the home of the wrong-doers!","['aqidah', 'akhlak', 'kisah', 'alam-akhirat']"
3,152,"Allah did indeed fulfil His promise to you when ye with His permission Were about to annihilate your enemy,-until ye flinched and fell to disputing about the order, and disobeyed it after He brought you in sight (of the booty) which ye covet. Among you are some that hanker after this world and some that desire the Hereafter. Then did He divert you from your foes in order to test you but He forgave you: For Allah is full of grace to those who believe.","['aqidah', 'kisah', 'alam-akhirat']"
3,153,"Behold! ye were climbing up the high ground, without even casting a side glance at any one, and the Messenger in your rear was calling you back. There did Allah give you one distress after another by way of requital, to teach you not to grieve for (the booty) that had escaped you and for (the ill) that had befallen you. For Allah is well aware of all that ye do.","['aqidah', 'kisah']"
